1982,INTERRUPTOR DE BAKELITA UNIPOLAR SIMPLE,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,9
1983,INTERRUPTOR DIFERENCIAL 2 X 32 A,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,115
1984,INTERRUPTOR DIFERENCIAL 2 X 40 A,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,145
1985,INTERRUPTOR DOBLE,F,2.3.1.5.4.1,"ELECTRICIDAD, ILUMINACION Y ELECTRONICA",UNIDAD,15.5
1986,INTERRUPTOR SIMPLE,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,5
1987,INTERRUPTOR SIMPLE,F,2.3.1.5.4.1,"ELECTRICIDAD, ILUMINACION Y ELECTRONICA",UNIDAD,8.8
1988,INTERRUPTOR TERMICO PARA RIEL 2 X 32 A,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,35
1989,INTERRUPTOR TERMOMAGNETICO 2 X 16 A,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,38
1990,INTERRUPTOR TERMOMAGNETICO 2 x 20A,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,35
1991,INTERRUPTOR TERMOMAGNETICO 2 X 30 A,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,35
1992,INTERRUPTOR TERMOMAGNETICO 3 X 40 A,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,135
1993,INTERRUPTOR TERMOMAGNETICO 3 X 60 A,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,149
1994,INTERRUPTOR UNIPOLAR SIMPLE PARA EMPOTRAR DE PVC 10 A 250 V,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,7.5
1995,JABON AGRICOLA ,F,2.3.1.5.2.1,"AGROPECUARIO, GANADERO Y DE JARDINERIA",LITRO,30
1996,JABON ANTIBACTERIAL,F,2.3.1.8.1.99,OTROS PRODUCTOS SIMILARES,UNIDAD,16.33
1997,JABON ANTIBACTERIAL x 400ml,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,9.88
1998,JABON ANTIBACTERIAL x 400ml,I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,12
1999,JABON ANTIBACTERIAL x 400ml,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,15
2000,JABON ANTIBACTERIAL x 400ml,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,12
2001,JABON ANTIBACTERIAL x 400ml,I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,UNIDAD,7.5
2002,JABON ANTIBACTERIAL x 400ml,I,2.6.8.1.3.1,ELABORACION DE EXPEDIENTES TECNICOS,UNIDAD,11
2003,JABON DE TOCADOR EN BARRA X 130 g,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,3.8
2004,JABON DE TOCADOR LIQUIDO A GRANEL,F,2.2.2.3.99.99,OTROS BIENES DE ASISTENCIA SOCIAL,LITRO,4.5
2005,JABON DE TOCADOR LIQUIDO A  GRANEL,F,2.2.2.3.99.99,OTROS BIENES DE ASISTENCIA SOCIAL,GALON,24.9
2006,JABON DE TOCADOR LIQUIDO A  GRANEL,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,GALON,27
2007,JABON DE TOCADOR LIQUIDO A  GRANEL,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",GALON,24.71
2008,JABON DE TOCADOR LIQUIDO A  GRANEL,F,2.3.1.8.2.1,"MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO",GALON,24
2009,JABON DE TOCADOR LIQUIDO A  GRANEL,I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,GALON,27.5
2010,JABON DE TOCADOR LIQUIDO A  GRANEL,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,GALON,22
2011,JABON DE TOCADOR LIQUIDO A  GRANEL,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,GALON,11
2012,JABON DE TOCADOR LIQUIDO A  GRANEL,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,GALON,14
2013,JABON DE TOCADOR LIQUIDO A  GRANEL,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,GALON,23.67
2014,JABON DE TOCADOR LIQUIDO DE GLICERINA X 400 mL,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,9
2015,JABON DE TOCADOR LIQUIDO DE GLICERINA X 400 mL,I,2.3.1.99.1.99,OTROS BIENES,UNIDAD,11.5
2016,JABON DE TOCADOR LIQUIDO DE GLICERINA X 400 mL,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,9.5
2017,JABON DE TOCADOR LIQUIDO DE GLICERINA X 400 mL,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,9
2018,JABON DE TOCADOR LIQUIDO DE GLICERINA X 400 mL,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,8.25
2019,JABON DE TOCADOR LIQUIDO x 400 mL ,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",FRASCO,8.5
2020,JABON DE TOCADOR LIQUIDO x 400 mL ,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,FRASCO,13
2021,JABON DE TOCADOR LIQUIDO x 400 mL ,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,FRASCO,11
2022,JABON DE TOCADOR LIQUIDO X 500 mL,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,8.9
2023,JABON DE TOCADOR LIQUIDO X 500 mL,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,11
2024,JABON GERMICIDA LIQUIDO x 320ml ,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",FRASCO,10
2025,JABON GERMICIDA LIQUIDO X 4 L,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,26
2026,JABON LIQUIDO DESENGRASANTE PARA MANOS X 4 L,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,27
2027,"JEBE MICROPOROSO DE 1"" x 1.20mt x 2.40mt",I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,PLANCHA,180
2028,JERINGA HIPODERMICA DE 10ml,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,0.8
2029,JERINGA HIPODERMICA DE 20 mL ,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,1.6
2030,JERINGA HIPODERMICA DE 3ml,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,0.6
2031,JERINGA HIPODERMICA DE 5ml,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,0.6
2032,JUEGO DE ACCESORIOS INTERNOS COMPLETO PARA TANQUE BAJO DE INODORO,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,19
2033,JUEGO DE DESARMADORES (ESTRELLA Y PLANO) X 6 PIEZAS,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,33
2034,JUEGO DE DESARMADORES (ESTRELLA Y PLANO) X 6 PIEZAS,F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,50
2035,JUEGO DE DESARMADORES (ESTRELLA Y PLANO) X 6 PIEZAS,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,27.5
2036,JUEGO DE PASTILLAS DE FRENO PARA AUTOMOVIL,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,100
2037,JUEGO DE PASTILLAS DE FRENO X 4 PIEZAS PARA CAMIONETA,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,240
2038,JUGO DE FRUTA x 315ml,F,2.3.1.1.1.1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,UNIDAD,1.2
2039,JUNTA HERMETICA,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,560
2040,KET A100 x 30ml,F,2.3.1.10.1.6,PRODUCTOS FARMACEUTICOS DE USO ANIMAL,FRASCO,48.6
2041,KIT DE DESARMADORES DE 40 X 1 TORK,F,2.3.1.5.1.1,REPUESTOS Y ACCESORIOS,KIT,15
2042,KIT DE PRODUCTOS DE ILO (02 UNIDADES),F,2.3.1.1.1.1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,KIT,40
2043,"KIT DE SEGURIDAD: CASCO, VISERA PARA DESBROZADORA Y PROTECTORES AUDITIVOS",F,2.3.1.6.1.4,DE SEGURIDAD,KIT,65
2044,KIT DE UTILES ESCOLARES x 9 PIEZAS,F,2.3.1.99.1.4,"SIMBOLOS, DISTINTIVOS Y CONDECORACIONES",UNIDAD,50
2045,KIT LIMPIEZA CREMA Y SILICONA PARA COMPUTADORAS ,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,20
2046,KLERAT BLOQUES x 500 GRAMOS,F,2.3.1.99.1.2,PRODUCTOS QUIMICOS,BOLSA,125
2047,KRESO X 1 gal,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,12.5
2048,LACA A LA  PIROXILINA,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,GALON,54
2049,LACA DESMOLDEADORA + DISOLVENTE,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,JUEGO,160
2050,LADRILLO DE ARCILLA DE 9cm x 14cm x 24cm,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,1.24
2051,LADRILLO DE ARCILLA PARA TECHO 15cm x 30cm x 30cm,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,2.75
2052,LAMPA,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,28
2053,LAMPA,F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,30
2054,LAMPA,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,28
2055,LAMPA CUCHARA MANGO DE METAL,F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,30
2056,LAMPARA DE EMERGENCIA TIPO LED 2 x 9 W,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,EQUIPO,70
2057,LAMPARA DE LUZ DE DIODO NARVA,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,119
2058,LAMPARA DE LUZ ULTRAVIOLETA DE DESINFECCION UV-C - PORTATIL A PILAS,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,130
2059,LAMPARA LED E27 DE 13 W ,F,2.3.1.5.4.1,"ELECTRICIDAD, ILUMINACION Y ELECTRONICA",EQUIPO,36
2060,LAMPARA RODABLE TIPO CUELLO DE GANSO CON LUZ LED ,F,2.3.1.8.2.1,"MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO",UNIDAD,350
2061,LAPICERO DE PLASTICO TINTA SECA PUNTA MEDIA COLOR AZUL,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,0.62
2062,LAPICERO DE PLASTICO TINTA SECA PUNTA MEDIA COLOR AZUL,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,1
2063,LAPICERO DE PLASTICO TINTA SECA PUNTA MEDIA COLOR AZUL,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,0.4
2064,LAPICERO DE PLASTICO TINTA SECA PUNTA MEDIA COLOR NEGRO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,0.9
2065,LAPICERO DE PLASTICO TINTA SECA PUNTA MEDIA COLOR ROJO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,0.9
2066,LAPIZ CARBONCILLO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,1.75
2067,LAPIZ DE GRAFITO N 1,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,1
2068,LAPIZ GRAFITO N 2,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,0.8
2069,LAPIZ GRAFITO N 2,I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,0.5
2070,LAPIZ GRAFITO N 2,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,0.8
2071,LAPIZ GRAFITO N 2,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,0.7
2072,LAPIZ NEGRO GRADO 2B,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",DOCENA,8.03
2073,LAPIZ NEGRO GRADO 2B,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,0.88
2074,LAPIZ NEGRO GRADO 2B,F,2.3.1.99.1.99,OTROS BIENES,DOCENA,10
2075,LAPIZ NEGRO GRADO 2B,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",DOCENA,8.5
2076,LAPIZ NEGRO GRADO 2B,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,DOCENA,6
2077,LAPIZ NEGRO GRADO 2B,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,DOCENA,7
2078,LAPIZ NEGRO GRADO 2B,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,DOCENA,6.9
2079,LAPIZ NEGRO GRADO 2B,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,0.8
2080,LAPIZ NEGRO GRADO 2B,I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,DOCENA,10
2081,LAPIZ NEGRO GRADO 2H,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,1.5
2082,LAPIZ NEGRO N 1 CON BORRADOR,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,0.75
2083,LAPIZ NEGRO N 2 CON BORRADOR,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,1
2084,LAPIZ NEGRO N 2 CON BORRADOR X 12,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,7.38
2085,LAVADERO DE ACERO INOXIDABLE DE 1 POZA,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,100
2086,LAVADERO DE ACERO INOXIDABLE DE 1 POZA,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,90
2087,LAVAMANOS PORTATIL EN FIBRA DE VIDRIO ,I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,2500
2088,LAVAMANOS PORTATIL EN FIBRA DE VIDRIO ,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,2800
2089,LAVAMANOS PORTATIL EN FIBRA DE VIDRIO ,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,1680
2090,LAVAOJOS DE PLASTICO PORTATIL,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,770
2091,LAVATORIO DE LOZA COLOR,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,50
2092,LECHE EVAPORADA ENTERA x 400 gr,F,2.3.1.1.1.1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,UNIDAD,2.97
2093,LECHE EVAPORADA ENTERA x 410gr,F,2.2.2.3.1.1,ALIMENTOS PARA PROGRAMAS SOCIALES,UNIDAD,3.3
2094,LECTORA DE TARJETA INTELIGENTE (DNI ELECTRONICO),F,2.6.3.2.3.1,EQUIPOS COMPUTACIONALES Y PERIFERICOS,UNIDAD,199
2095,LECTOR GRABADOR DE TARJETA INTELIGENTE (SMARTCARD),F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,460
2096,LEJIA (HIPOCLORITO DE SODIO)  AL 10%,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",GALON,14.28
2097,LEJIA (HIPOCLORITO DE SODIO)  AL 10%,F,2.3.1.99.1.99,OTROS BIENES,GALON,18
2098,LEJIA (HIPOCLORITO DE SODIO)  AL 10%,I,2.3.1.99.1.99,OTROS BIENES,GALON,15
2099,LEJIA (HIPOCLORITO DE SODIO)  AL 10%,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,GALON,19
2100,LEJIA (HIPOCLORITO DE SODIO)  AL 10%,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,GALON,17.2
2101,LEJIA (HIPOCLORITO DE SODIO)  AL 10%,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,GALON,14
2102,LEJIA (HIPOCLORITO DE SODIO) AL 10%,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",LITRO,3.75
2103,LEJIA (HIPOCLORITO DE SODIO) AL 10% X 4 L,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,13.27
2104,LEJIA (HIPOCLORITO DE SODIO) AL 5% X 1 gal,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,16
2105,LEJIA (HIPOCLORITO DE SODIO) AL 5% X 1 gal,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",GALON,15.5
2106,LEJIA (HIPOCLORITO DE SODIO) AL 5% X 1 gal,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,13.71
2107,LEJIA (HIPOCLORITO DE SODIO) AL 5% X 1 gal,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,15
2108,LEJIA (HIPOCLORITO DE SODIO) AL 5% X 1 gal,I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,15
2109,LEJIA (HIPOCLORITO DE SODIO) AL 5% X 1 gal,I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,15
2110,LEJIA (HIPOCLORITO DE SODIO) AL 5% X 1 gal,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,10
2111,LEJIA (HIPOCLORITO DE SODIO) AL 5% X 1 gal,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,12.5
2112,LEJIA (HIPOCLORITO DE SODIO) AL 5% X 1 gal,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,13.4
2113,LEJIA (HIPOCLORITO DE SODIO) AL 5% X 1 gal,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,18.8
2114,LEJIA (HIPOCLORITO DE SODIO) AL 5% X 1 gal,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,13.5
2115,LEJIA (HIPOCLORITO DE SODIO) AL 5% X 1 gal,I,2.6.7.1.4.2,GASTOS POR LA COMPRA DE BIENES,UNIDAD,14.5
2116,LEJIA (HIPOCLORITO DE SODIO) AL 5% X 1 gal,I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,UNIDAD,12
2117,LEJIA (HIPOCLORITO DE SODIO) AL 5% X 1 gal,I,2.6.8.1.3.1,ELABORACION DE EXPEDIENTES TECNICOS,UNIDAD,15
2118,LEJIA (HIPOCLORITO DE SODIO) AL 5% x 1 L ,F,2.2.2.3.99.99,OTROS BIENES DE ASISTENCIA SOCIAL,UNIDAD,3.5
2119,LEJIA (HIPOCLORITO DE SODIO) AL 5% x 1 L ,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,4.25
2120,LEJIA (HIPOCLORITO DE SODIO) AL 5% x 1 L ,F,2.3.1.8.1.99,OTROS PRODUCTOS SIMILARES,UNIDAD,4.8
2121,LEJIA (HIPOCLORITO DE SODIO) AL 5% x 1 L ,I,2.3.1.99.1.99,OTROS BIENES,UNIDAD,5
2122,LEJIA (HIPOCLORITO DE SODIO) AL 7.5 %.,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",GALON,13.5
2123,LEJIA (HIPOCLORITO DE SODIO) AL 7.5 %.,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,GALON,15
2124,LEJIA (HIPOCLORITO DE SODIO) AL 9%,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,GALON,14
2125,LENTE DE PROTECCION ANTIPAÑANTE C/FILTRO UV 100% RYA,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,7
2126,LENTE DE PROTECCION ANTIPAÑANTE C/FILTRO UV 100% RYA,I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,30
2127,LENTE DE PROTECCION ANTIPAÑANTE C/FILTRO UV 100% RYA,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,21
2128,LENTE DE PROTECCION ANTIPAÑANTE C/FILTRO UV 100% RYA,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,10.67
2129,LENTE DE PROTECCION DE PVC OSCURO,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,9.9
2130,LENTE DE PROTECCION DE PVC TRANSPARENTE,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,10.95
2131,LENTEJA BEBE,F,2.3.1.1.1.1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,KILOGRAMO,5.1
2132,LENTEJA CALIDAD 1 - EXTRA,F,2.2.2.3.1.1,ALIMENTOS PARA PROGRAMAS SOCIALES,KILOGRAMO,6.16
2133,LENTEJA CALIDAD 1 - EXTRA,F,2.3.1.1.1.1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,KILOGRAMO,9
2134,LENTEJA CALIDAD 2 -SUPERIOR- ,F,2.2.2.3.1.1,ALIMENTOS PARA PROGRAMAS SOCIALES,KILOGRAMO,4
2135,LENTES DE SEGURIDAD,F,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,9.25
2136,LENTES DE SEGURIDAD,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,8.03
2137,LENTES DE SEGURIDAD,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,10.5
2138,LENTES DE SEGURIDAD,I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,8.33
2139,LENTES DE SEGURIDAD,I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,18
2140,LENTES DE SEGURIDAD,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,15.5
2141,LENTES DE SEGURIDAD,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,9.88
2142,LENTES DE SEGURIDAD,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
2143,LENTES DE SEGURIDAD,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,21
2144,LENTES DE SEGURIDAD CON PROTECCION ULTRAVIOLETA,F,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,37.5
2145,LENTES DE SEGURIDAD CON PROTECCION ULTRAVIOLETA,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,18
2146,LENTES DE SEGURIDAD CON PROTECCION ULTRAVIOLETA,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,10.5
2147,LENTES DE SEGURIDAD CON PROTECCION ULTRAVIOLETA,I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,24.5
2148,LENTES DE SEGURIDAD CON PROTECCION ULTRAVIOLETA,I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,25
2149,LENTES DE SEGURIDAD CON PROTECCION ULTRAVIOLETA,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,32.5
2150,LENTES DE SEGURIDAD CON PROTECCION ULTRAVIOLETA,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,19.33
